Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price
SMG,2011-09-01,2052.2,1492.4,559.8,61.0,9.21,-68.9,-1.13,823.1,692.2,2799.7,347.5,43.27,2.60,2.85,1.05,358.1,347.5,184.4,167.9,122.1,153.5,-230.7,42.8,283.7,315.6,0.76,43.14
SWKS,2016-09-01,3855.4,314.0,3541.4,185.8,19.15,2601.1,14.07,0.0,-1083.8,3289.0,1123.5,17.43,5.27,3.70,1.06,1156.9,1123.5,698.1,995.2,1077.7,-250.9,-786.6,40.2,529.5,529.5,4.68,76.14
SEIC,2010-12-01,1377.2,320.5,1056.7,186.1,5.60,747.2,4.01,95.0,-401.3,900.8,217.5,4.78,1.23,1.06,0.20,217.5,217.5,199.1,231.7,229.3,-41.5,-282.4,-94.6,189.5,190.4,0.94,23.46
NBL,2010-12-01,13282.0,6434.0,6848.0,351.1,19.50,6152.0,17.52,2335.0,1254.0,2595.0,695,7.41,2.07,1.31,0.36,708,695,459.4,725,1946.0,-1779.0,-100.0,67,-202.6,-157.6,0.17,43.04
LEG,2016-12-01,2984.1,1890.1,1094.0,135.7,8.18,136.9,1.03,959.8,677.9,3749.9,483.2,27.19,2.80,2.06,1.34,503.1,483.2,283.6,385.8,552.6,-102.0,-402.2,28.7,336.3,351.8,3.11,48.88
ROL,2016-12-01,916.5,348.0,568.5,327.0,1.74,151.1,0.46,0.0,-142.8,1573.5,259.7,4.81,0.51,0.50,0.26,285.9,259.7,162.4,167.4,226.5,-76.8,-136.4,8.2,203.0,203.0,0.59,22.42
SJR,2019-08-01,11752.5,7031.5,4721.0,517.9,8.71,-1705.1,-3.30,4017.2,2931.0,4011.1,838.3,7.85,1.06,0.82,0.89,847.3,838.3,420.1,549.1,1177.8,-851.1,471,797.7,-225.8,-105.5,-0.34,19.01
LOW,2011-01-01,33699.0,15587.0,18112.0,1318.3,13.38,18112.0,13.38,6573.0,5450.0,48815.0,3641.0,34.84,1.42,1.48,0.42,3641.0,3641.0,2068.1,2010.0,3852.0,-2184.0,-1651.0,20,2641.6,2856.6,1.80,24.8
ODFL,2018-12-01,3545.3,864.8,2680.5,121.7,22.00,2661.0,21.84,45.0,-145.3,4043.7,817.1,32.91,4.93,4.15,0.35,817.1,817.1,509.7,605.7,900.1,-580.4,-256.9,62.8,160.2,160.3,2.54,82.33
OXY,2010-12-01,52432.0,19948.0,32484.0,812.8,39.97,32484.0,39.97,5111.0,2533.0,19045.0,7363.0,23.44,5.57,5.79,1.47,7363.0,7363.0,4700.5,4530.0,9566.0,-9295.0,1083.0,1354.0,309.4,381.9,1.61,94.1
EMN,2019-12-01,16008.0,9976.0,6032.0,135.9,43.83,-484.0,-3.56,5978.0,5773.0,9273.0,1249.0,67.49,5.52,4.65,2.52,1409.0,1249.0,639.5,759,1504.0,-480.0,-1043.0,-22.0,864.5,1002.6,7.85,79.26
PVH,2020-02-01,13631.0,7821.5,5809.5,70.9,80.39,-1346.8,-18.63,4673.2,4169.7,9909.0,757.8,133.54,5.62,5.53,0.15,797.5,757.8,410.1,417.3,1020.3,-505.9,-451.6,51.4,372,447.0,9.10,74.11
BR,2015-06-01,2368.1,1440.3,927.8,118.3,7.85,-238.4,-2.02,689.4,365.2,2694.2,466.9,22.47,2.39,2.29,1.08,503.5,466.9,274.3,287.1,431.4,-276.4,-158.3,-23.5,373.0,388.9,3.05,50.01
MSFT,2019-06-01,286556.0,184226.0,102330.0,7635.4,13.39,52554.0,6.88,86455.0,-47377.0,125843.0,42959.0,16.40,5.11,3.51,1.84,44859.0,42959.0,26898.1,39240.0,52185.0,-15773.0,-36887.0,-590.0,30932.6,32611.4,4.99,133.96
LKQ,2014-12-01,5475.7,2755.1,2720.7,304.1,8.97,186.2,0.61,1851.4,1736.8,6740.1,664.7,22.29,1.26,1.24,0,699.2,664.7,374.4,381.5,388.7,-921.0,501.2,-35.9,-46.7,-6.4,0.82,28.12
AMX,2012-12-01,76084.0,56452.4,19631.6,74431.0,0.25,7755.3,0.10,32366.5,28862.4,59705.7,12119.7,0.78,0.09,0.09,0.02,12972.6,12119.7,6619.2,7009.1,15915.3,-15223.8,-1375.8,-1050.5,5972.4,6892.7,0.08,22.69
LUV,2019-12-01,25895.0,16063.0,9832.0,517.3,18.94,8566.0,16.50,4002.0,-70.0,22428.0,2948.0,41.69,4.28,3.44,0.70,2963.0,2948.0,1848.1,2300.0,3987.0,-303.0,-2990.0,694,1953.3,2004.5,5.50,53.98
COO,2019-10-01,6274.5,2645.9,3628.6,49.1,73.90,-205.8,-4.19,1826.3,1737.3,2653.4,554.8,53.71,9.45,6.14,0.06,700.6,554.8,303.4,466.7,713.2,-351.3,-351.4,9.3,315.6,358.1,8.52,291.0
WLTW,2019-12-01,35426.0,25057.0,10369.0,128.7,79.64,-4423.0,-34.37,6770.0,5883.0,9039.0,1576.0,69.53,8.03,6.20,2.63,1940.0,1576.0,806.6,1044.0,1081.0,-1614.0,397,-138.0,1048.8,1195.0,5.97,201.94
MCD,2015-12-01,37938.7,30850.8,7087.9,901.6,7.81,4571.6,5.04,24125.5,16440.0,25413.0,7354.9,27.05,4.82,4.40,3.44,7354.9,7354.9,4136.4,4529.3,6539.1,-1420.0,735.3,5607.6,4399.7,4798.6,5.03,118.14
VMC,2011-12-01,8229.3,4437.7,3791.6,129.2,29.34,7.4,0.06,2815.4,2659.6,2564.6,-11.4,19.82,-0.55,-1.10,0.76,10.8,-11.4,-142.9,-70.8,169.0,-19.5,-41.3,108.3,135.1,273.0,0.54,39.35
PNR,2013-12-01,11743.3,5525.6,6217.7,197.4,30.88,-515.3,-2.61,2550.4,2294.4,6999.7,943.4,34.81,2.67,2.69,0.96,1077.5,943.4,540.8,536.8,927.9,-211.2,-719.1,18.6,611.7,658.7,3.77,52.16
UNH,2018-12-01,152221.0,95994.0,56227.0,959.5,53.85,-19239.0,-20.04,36554.0,25688.0,226247.0,17344.0,234.94,12.45,9.94,3.45,18242.0,17344.0,9569.0,11986.0,15713.0,-12385.0,-4365.0,-1115.0,11806.0,12681.0,14.17,249.12
CNK,2012-12-01,3863.2,2768.2,1095.0,113.4,9.56,-397.5,-3.50,1914.2,1171.5,2473.5,398.9,21.85,1.47,1.73,0.84,398.9,398.9,196.0,168.9,395.2,-234.3,63.4,221.3,164.1,235.7,1.54,25.98
DEO,2017-06-01,37576.7,21909.3,15667.4,2513.0,5.35,-2934.7,-1.17,12048.8,10466.2,15696.0,4658.0,6.25,1.38,1.10,0.81,4658.0,4658.0,2764.7,3467.5,4079.7,-719.0,-3201.7,140.7,2658.9,3080.6,1.36,119.83
TDS,2013-12-01,8904.1,4233.5,4670.6,108.8,37.86,1662.1,15.28,1721.7,841.6,4901.2,-79.2,45.18,1.31,-0.44,0.51,-79.2,-79.2,-47.5,141.9,494.6,-260.7,-144.4,89.5,284.8,346.5,-0.86,25.78
NTES,2011-12-01,2450.0,372.2,2077.8,131.0,15.90,2072.6,15.83,0,-2048.3,1156.5,535.2,8.85,3.93,2.80,0,535.3,535.2,365.2,513,646.1,-508.9,11.7,147.4,335.4,335.4,4.40,43.84
KSU,2016-12-01,8817.5,4413.0,4404.5,106.6,38.31,4014.6,37.66,2478.2,2307.6,2334.2,818.5,21.70,4.44,3.83,1.32,818.5,818.5,412.4,478.1,919,-628.2,-256.8,34,243.7,304.8,3.06,84.85
CAH,2013-06-01,25819.0,19844.0,5975.0,339.5,17.63,401,1.18,3865.0,1964.0,101093.0,1888.0,296.46,0.98,3.26,1.09,2009.0,1888.0,1112.5,334,1727.0,-2375.0,275,-373.0,1417.1,1494.0,4.49,47.2
EL,2018-06-01,12567.0,7857.0,4710.0,367.1,12.77,1486.0,4.05,3544.0,829,13683.0,2258.0,37.18,3.01,3.69,1.48,2309.0,2258.0,1357.3,1108.0,2562.0,-358.0,-1172.0,1045.0,1741.3,1821.3,5.25,142.69
OGE,2011-12-01,8906.0,6086.7,2819.3,196.0,13.08,2364.0,12.06,3014.2,3009.6,3915.9,650.0,20.00,1.75,1.58,0.75,652.1,650.0,309.1,342.9,833.9,-1395.8,564.2,2.3,-602.7,-508.2,-2.23,28.36
MCHP,2012-03-01,3083.8,1093.1,1990.7,193.6,10.31,1806.7,9.35,355.1,-1104.0,1383.2,397.4,7.23,1.76,1.24,1.39,410.4,397.4,237.7,336.7,412,-272.0,-208.1,-68.2,192.2,205.9,1.83,37.2
ICE,2015-12-01,77987.0,63112.0,14875.0,594.4,24.93,-8200.0,-13.80,7308.0,6652.0,3338.0,1841.0,6.00,2.29,1.94,0.58,2001.0,1841.0,1078.4,1274.0,1311.0,-3004.0,1976.0,269,779,839.6,1.86,51.25
UNH,2017-12-01,139058.0,87036.0,52022.0,967.7,49.30,-17664.0,-18.23,31692.0,19711.0,201159.0,15209.0,208.67,10.95,8.82,2.88,16105.0,15209.0,8499.4,10558.0,13596.0,-8599.0,-3441.0,1551.0,13472.4,14213.6,12.01,220.46
AVY,2011-12-01,4972.7,3314.2,1658.5,106.4,15.61,606.6,5.71,1181.3,990.9,5844.9,335.9,55.24,1.80,1.56,1.00,414.4,335.9,165.5,190.1,422.7,-104.2,-271.5,50.5,65.8,110.2,2.71,28.68
AJG,2016-12-01,11489.6,7833.8,3655.8,178.6,20.17,-1798.5,-10.09,2848.2,2302.7,5489.5,496.2,30.91,2.23,1.36,1.52,741.6,496.2,241.0,396.8,649.6,-485.3,-11.6,45.1,386.9,455.5,2.43,51.96
SEE,2017-12-01,5280.3,5128.0,152.3,167.4,0.90,-1871.1,-11.10,3258.0,2664.0,4461.6,655.1,23.87,4.33,1.54,0.64,668.2,655.1,287.8,814.9,424.4,1786.1,-1889.7,207.4,478.6,604.7,1.29,49.3
SEE,2012-12-01,9331.7,7887.4,1444.3,194.6,7.42,-2839.0,-14.59,4581.8,3902.2,7559.2,651.6,39.21,-7.32,0.83,0.52,784.3,651.6,160.3,-1411.4,397,197.2,-629.3,-24.0,274,499.5,1.42,17.51
MSEX,2015-12-01,581.4,372.3,209.1,16.2,12.74,206.7,12.74,141.6,138.2,126.0,35.8,7.79,1.23,1.18,0.78,35.8,35.8,19.1,20.0,51.2,-24.4,-26.0,0.8,6.7,10.2,1.56,26.54
J,2016-09-01,7360.0,3029.8,4330.2,120.8,35.26,848.7,7.02,387.8,-268.0,10964.2,338.6,91.27,1.75,1.67,0,386.2,338.6,201.2,210.5,680.2,-139.6,-317.0,194.9,552.2,561.8,5.01,51.72
PNW,2018-12-01,17664.2,12315.5,5348.7,112.1,46.59,4960.0,44.25,5214.6,5208.9,3691.2,823.5,32.92,4.56,3.53,2.82,891.5,823.5,396.0,511.0,1277.1,-1192.8,-92.4,-8.1,81.7,233.9,0.66,85.2
ADS,2010-12-01,8272.2,8249.1,23.1,51.1,0.45,-1513.1,-29.45,6459.0,6319.9,2791.4,444.7,53.14,3.69,3.70,0,518.2,444.7,194.3,193.7,902.7,-340.8,-715.7,-74.3,-3679.4,-3661.9,15.87,71.03
WEC,2010-12-01,13059.8,9227.3,3832.5,233.8,16.26,3360.2,14.37,5063.3,5038.8,4202.5,810.4,17.97,1.95,1.87,0.80,810.4,810.4,437.4,456.5,810.4,-633.5,-172.6,4.3,-49.2,79.8,0.05,29.43
ALL,2012-12-01,126947.0,106367.0,20580.0,477.4,42.96,19340.0,40.38,6824.0,6018.0,33315.0,3695.0,68.07,4.71,4.24,0.88,3695.0,3695.0,2076.3,2306.0,3054.0,1581.0,-4605.0,30,1014.3,1247.4,5.66,40.17
NNA,2018-12-01,1627.4,1247.0,380.4,13.7,28.64,342.1,25.76,1205.8,1161.8,187.9,-18.0,19.21,-8.40,-9.78,1.20,-17.8,-18.0,-95.7,-86.4,-38.7,79.8,-81.0,-39.8,-9.6,35.4,-4.02,3.25
RCL,2012-12-01,19827.9,11519.2,8308.7,219.2,37.98,7670.9,35.06,8545.4,8350.6,7688.0,788.6,35.28,0.08,1.34,0.44,788.6,788.6,291.7,18.3,1381.7,-1263.3,-179.6,-67.3,-134.6,87.8,0.41,34.0
NRG,2019-12-01,12531.0,10853.0,1678.0,247.7,6.66,290,1.16,6447.0,6102.0,9821.0,1311.0,37.48,16.94,2.29,0.39,1513.0,1311.0,600.8,4438.0,1413.0,556,-2148.0,-228.0,1053.3,1285.4,4.56,39.75
BLL,2014-12-01,7571.0,6331.4,1239.6,274.7,3.77,-1421.1,-5.19,3168.9,2977.5,8570.0,920,30.94,1.70,1.61,0.26,961,920,447.0,470.0,1012.0,-391.0,-846.0,-225.0,649.7,749.7,2.24,34.09
GPN,2014-05-01,4018.7,2885.9,1132.8,136.4,7.24,-875.2,-6.36,1833.8,1251.9,2554.2,405.5,17.71,1.70,1.46,0.04,467.4,405.5,211.2,245.3,194.1,-501.7,218.9,-98.6,82.4,105.8,0.78,34.28
SRE,2011-12-01,33249.0,22992.0,10257.0,239.9,40.74,8291.0,34.56,10863.0,10598.0,10036.0,1746.0,41.87,5.55,3.71,1.92,1756.0,1746.0,889.3,1331.0,1867.0,-3070.0,534,-660.0,-534.3,-246.8,-4.08,55.0
CCOI,2014-12-01,754.9,671.1,83.8,45.1,1.86,83.8,1.86,603.9,316.1,379.8,43.0,8.26,0.02,-0.09,0.94,43.0,43.0,-4.0,0.8,73.0,-59.9,-26.6,-17.1,18.1,47.3,0.28,35.39
CF,2018-12-01,12661.0,6930.0,5731.0,222.9,13.28,490,2.20,4698.0,4016.0,4429.0,724,19.04,1.25,0.87,1.20,731,724,201.4,290,1497.0,-375.0,-1270.0,-153.0,952.9,1103.5,4.62,43.51
XRX,2017-12-01,15946.0,10439.0,5507.0,254.7,20.64,849,3.33,5517.0,4224.0,9991.0,892,39.28,0.71,1.88,1.00,945,892,477.3,195,-267.0,165,-985.0,-1034.0,605.1,679.5,-1.53,29.15
ETR,2019-12-01,51723.9,41245.8,10478.1,199.7,51.34,9846.5,49.44,20119.2,19693.5,10878.7,1771.5,55.73,6.36,4.65,3.66,1771.5,1771.5,907.8,1241.2,2816.6,-4510.2,1638.4,-55.3,-2252.9,-1737.5,-8.56,119.8
NSC,2017-12-01,35711.0,19352.0,16359.0,284.0,57.57,16359.0,57.57,10116.0,9426.0,10551.0,3586.0,36.65,18.76,6.59,2.44,3586.0,3586.0,1897.5,5404.0,3253.0,-1481.0,-2038.0,-266.0,1310.5,1654.3,5.32,144.9
SKM,2012-12-01,24065.6,11979.2,12086.4,69.7,159.93,6989.7,100.29,7176.6,5998.4,15180.3,1531.2,217.81,15.54,10.11,8.84,1531.2,1531.2,704.8,1082.9,3760.6,-4992.2,550.3,-687.0,-175.5,66.8,6.48,15.83
DVN,2018-12-01,19566.0,10380.0,9186.0,438.3,20.46,8433.0,18.78,4454.0,2040.0,8648.0,1390.0,17.51,6.19,1.10,0.30,1416.0,1390.0,541.3,3064.0,2704.0,1055.0,-4203.0,-238.0,-833.6,-654.3,1.08,22.54
VRSN,2010-12-01,2444.0,1767.6,676.4,173.5,3.92,621.3,3.60,581.6,-1479.2,680.6,249.1,3.83,4.68,0.36,0,249.1,249.1,64.8,831.0,215.2,603.1,-745.3,82.5,-38.5,60,0.76,30.19
LNT,2011-12-01,9687.9,6528.0,3159.9,222.0,13.57,3013.0,13.57,2867.3,2855.9,3221.4,518.3,14.55,1.37,1.12,0.85,531.7,518.3,248.3,303.6,702.7,-652.1,-198.5,-147.9,-62.4,47.9,0.13,22.05
EIG,2014-12-01,3769.7,3082.9,686.8,31.5,21.81,641.6,20.37,92.0,-11.6,773.5,109.6,24.53,3.19,2.11,0.24,110.3,109.6,66.6,100.7,171.9,-86.7,-16.1,69.1,144.6,146.4,5.12,23.51
BCPC,2019-12-01,1155.7,412.0,743.7,32.3,23.09,75.7,2.35,257.6,192,643.7,104.8,20.03,2.48,1.92,0.52,130.6,104.8,61.7,79.7,124.5,-156.2,43.4,11.4,76.5,80.8,2.99,101.63
WM,2015-12-01,20367.0,15000.0,5367.0,445.7,11.95,-1116.0,-2.50,8929.0,8890.0,12961.0,2076.0,28.63,1.66,2.28,1.54,2152.0,2076.0,1032.9,753,2528.0,-1608.0,-2185.0,-1268.0,978.1,1222.5,2.86,53.37
SLB,2016-12-01,77956.0,36427.0,41529.0,1391.5,29.52,2702.0,1.94,19616.0,10359.0,27810.0,2285.0,20.49,-1.24,0.81,2.00,2852.0,2285.0,1097.5,-1687.0,6261.0,-624.0,-5428.0,136,3266.9,3623.1,1.88,83.95
SLF,2019-12-01,228882.8,210008.5,18874.2,587.9,29.13,11025.9,18.76,8732.5,3561.1,30557.8,2580.7,51.62,3.41,2.45,1.62,2630.0,2580.7,1449.6,2089.3,1961.5,-331.2,-1876.0,-392.0,-3503.9,-3343.6,3.17,45.57
THS,2011-12-01,2404.5,1331.0,1073.5,35.9,29.89,-432.8,-12.05,904.9,901.6,2050.0,194.6,57.25,2.64,2.55,0,229.0,194.6,91.3,94.4,156.1,-74.3,-83.5,-3.0,46.2,79.3,2.19,65.38
AMX,2017-12-01,75590.0,62333.9,13256.0,66063.0,0.15,-5128.7,-0.08,35495.0,31886.2,51961.1,4657.1,0.79,0.02,0.03,0.02,5707.3,4657.1,1675.7,1491.5,11076.1,-7158.3,-3867.4,53.5,2173.8,3093.4,0.06,17.15
MED,2016-12-01,121.2,25.2,96.0,11.9,8.13,96.0,8.13,0.0,-76.8,274.5,34.1,23.18,1.51,1.81,1.07,34.1,34.1,21.5,17.8,25.4,-2.0,-12.9,10.4,23.7,23.7,1.90,41.63
TGNA,2019-12-01,6954.0,5363.6,1590.4,217.8,7.31,-3921.8,-18.03,4296.2,4266.8,2299.5,593.2,10.59,1.32,1.16,0.28,643.3,593.2,252.9,286.2,297.5,-1563.5,1159.5,-106.5,96.6,225,0.96,16.69
DVA,2017-12-01,18974.5,13077.1,5897.4,182.0,25.70,-2034.1,-11.15,9336.2,8795.2,10883.7,1631.7,57.70,3.52,3.12,0,1647.3,1631.7,589.1,663.6,1966.2,-1364.7,-766.3,-164.5,1037.0,1301.0,5.62,72.25
WU,2015-12-01,9449.2,8044.3,1404.9,501.9,2.80,-2173.5,-4.33,3215.9,1892.4,5483.7,1120.5,10.70,1.63,1.16,0.62,1323.0,1120.5,595.6,837.8,1071.1,-286.4,-1252.0,-467.3,960.9,1065.8,1.57,17.91
ABC,2010-09-01,14434.8,11480.5,2954.3,276.3,10.65,109,0.39,1343.6,-314.6,77776.5,1076.7,275.55,2.26,2.22,0.32,1091.1,1076.7,625.6,636.7,1108.6,-184.4,-275.4,648.8,851,892.6,3.30,30.66
SRE,2010-12-01,30283.0,20966.0,9317.0,239.7,37.67,8487.0,35.41,9523.0,8599.0,9003.0,1528.0,36.79,2.90,2.48,1.56,1538.0,1528.0,607.9,709,2154.0,-1283.0,-69.0,802,-175.8,103,0.38,52.48
TPR,2011-07-01,2635.1,1022.5,1612.6,289.0,5.59,1271.8,4.41,24.2,-677.9,4158.5,1304.9,14.10,2.99,2.76,0.68,1304.9,1304.9,813.3,880.8,1033.3,-59.6,-875.1,103.3,808.6,808.6,3.00,64.56
USNA,2016-12-01,470.6,145.4,325.3,24.5,13.29,274.2,11.20,0.0,-175.8,1006.1,138.6,41.60,4.14,3.58,0,140.1,138.6,86.6,100.0,136.9,-31.9,-64.9,32.2,89.7,90.0,4.31,61.2
EXPE,2012-12-01,7132.7,4729.9,2402.9,135.4,16.85,-1813.8,-13.40,1249.3,-688.8,4030.3,548.7,30.03,2.09,2.17,0.44,580.5,548.7,291.7,280.2,1229.6,-367.8,-272.8,604,1002.0,1056.9,7.41,61.44
BGS,2019-12-01,3227.6,2415.0,812.5,64.0,12.69,-1399.0,-21.84,1921.6,1910.3,1660.4,241.3,25.54,1.17,1.40,1.90,259.9,241.3,91.0,76.4,46.5,-124.7,77.7,-0.3,-9.7,48.2,0.06,17.93
ALGN,2019-12-01,2500.7,1154.5,1346.2,78.8,17.16,1270.5,16.20,59.2,-809.4,2406.8,514.5,30.30,5.57,4.06,0,520.4,514.5,322.1,442.8,747.3,-350.4,-485.5,-86.4,410.4,410.4,7.52,279.04
ECL,2018-12-01,20074.5,12020.9,8053.6,287.9,27.82,-2872.5,-9.98,7045.2,6930.5,14668.2,2161.5,50.83,4.95,4.16,1.69,2478.5,2161.5,1201.9,1429.1,2277.7,-1030.0,-1172.7,82.6,1239.6,1387.6,4.96,147.35
GPK,2010-12-01,4484.6,3737.6,747,343.7,2.17,-1034.8,-3.01,2612.4,2473.7,4095.0,280.1,11.91,0.03,0.18,0,329.0,280.1,63.6,10.7,338.1,-122.7,-227.4,-11.1,205.9,305.3,0.63,3.89
TEL,2014-09-01,20152.0,11139.0,9013.0,406.7,22.09,4194.0,10.29,3858.0,1401.0,11973.0,1859.0,29.20,4.34,2.74,1.08,1943.0,1859.0,1122.5,1781.0,2083.0,-1075.0,65,1054.0,-237.5,-158.1,3.53,55.29
NEM,2012-12-01,29650.0,12702.0,16948.0,496.7,27.73,13449.0,27.08,6298.0,4651.0,9964.0,3235.0,20.09,3.63,3.35,1.40,3299.0,3235.0,1661.6,1802.0,2372.0,-3264.0,689,-199.0,-682.8,-527.1,-1.69,45.31
KEP,2016-12-01,147352.7,86824.3,60528.4,642,92.57,58661.6,91.38,44960.0,40409.8,49518.7,10171.3,77.14,9.10,8.50,1.64,10237.3,10171.3,5456.2,5840.3,13688.6,-7992.4,-6328.3,-606.3,2494.5,3393.9,5.64,18.48
RCL,2013-12-01,20072.9,11264.7,8808.3,221.2,39.95,8154.9,36.99,8141.7,7937.0,7959.9,855.1,36.24,2.16,1.59,0.74,855.1,855.1,349.9,473.7,1412.1,-824.5,-576.6,9.8,437.3,645,2.95,47.42
GPN,2011-05-01,3350.5,1878.9,1471.7,160.7,7.37,63.4,0.39,624.8,-729.5,1859.8,332.6,11.65,1.31,1.15,0.04,374.3,332.6,184.3,209.2,709.8,-267.0,114.1,584.3,543.4,554.8,3.83,25.98
GLP,2017-12-01,2320.2,1925.9,394.3,33.6,11.71,25.0,0.74,1234.9,1220.1,8920.6,119.7,265.58,1.74,0.66,1.85,129.5,119.7,22.1,58.4,348.4,-61.6,-282.0,4.8,308.4,354.6,8.89,16.7
ROK,2011-09-01,5284.9,3536.9,1748.0,141.9,12.32,577.4,4.07,905,-83.9,6000.4,929.2,42.05,4.88,3.80,1.48,947.2,929.2,541.7,697.8,640.1,-160.9,-297.9,175.5,388.9,426.1,3.64,56.0
NI,2015-12-01,17492.5,13649.0,3843.5,319.7,12.04,1899.1,5.95,6967.0,6951.5,4651.8,801.5,14.64,0.90,0.81,0.73,812.5,801.5,258.6,286.5,1456.8,1949.7,-3411.6,-4.6,-375.3,-141.3,0.30,19.51
OII,2015-12-01,3429.5,1850.8,1578.7,97.9,16.13,1058.2,10.81,795.8,410.6,3062.8,408.5,31.12,2.35,2.36,1.08,416.3,408.5,231.9,231,563.9,-437.2,-160.4,-45.5,391,406.7,3.70,37.52
PFG,2016-12-01,228014.3,217623.0,10391.3,287.5,35.55,7881.2,27.39,3449.0,729.4,12394.1,1591.7,42.83,4.55,3.28,1.61,1636.2,1591.7,949.5,1316.5,3857.8,-5153.9,1450.9,154.8,1232.5,1232.5,12.80,57.86
TGNA,2012-12-01,6379.9,3829.3,2550.6,229.6,10.22,-996.2,-4.33,1432.1,1257.1,5353.2,911.9,23.04,1.83,1.93,0.80,945.2,911.9,449.0,424.3,756.7,-87.0,-663.7,8.1,648.2,742.2,2.86,8.68
BBL,2012-06-01,129273.0,62188.0,67085.0,5322.7,12.38,60758.0,11.41,28592.0,23760.0,70505.0,24652.0,13.25,2.91,2.98,1.12,24652.0,24652.0,15888.5,15473.0,25259.0,-32485.0,2039.0,-5217.0,2496.9,2762.5,0.73,54.5
LOW,2017-02-01,34408.0,27974.0,6434.0,857.3,7.43,5352.0,6.18,15699.0,15041.0,65017.0,5893.0,73.88,3.48,3.73,1.33,5893.0,5893.0,3280.0,3093.0,5617.0,-3361.0,-2092.0,153,3573.5,3984.1,5.06,74.37
UNM,2015-12-01,60563.6,51899.7,8663.9,238.9,35.96,8433.0,35.00,2813.7,2700.8,10731.3,1391.1,43.45,3.51,3.13,0.72,1391.1,1391.1,773.9,867.1,1292.1,-713.0,-568.7,10.4,1583.1,1678.6,4.83,33.29
AAPL,2016-09-01,321686.0,193437.0,128249.0,5332.3,24.03,119629.0,22.42,87032.0,19877.0,215639.0,60024.0,39.42,8.35,7.01,2.18,60024.0,60024.0,38357.5,45687.0,66231.0,-45977.0,-20890.0,-636.0,44058.0,44968.0,9.78,113.05
FAST,2013-12-01,2075.8,303.1,1772.7,593.5,2.99,1772.7,2.99,0.0,-59.0,3326.1,712,5.60,0.76,0.75,0.40,712.4,712,445.5,448.6,416.1,-201.8,-234.4,-21.1,200.8,200.9,0.35,23.75
TROW,2015-12-01,5106.9,344.9,4762.0,248.2,19.01,4096.3,16.35,0.0,-1198.1,4200.6,1898.9,16.50,4.74,4.92,2.08,1898.9,1898.9,1251.5,1223.0,1530.5,109,-1973.3,-333.8,1462.6,1462.6,5.42,71.49
WAB,2010-12-01,1803.1,899.7,903.4,95.9,9.38,137,1.43,424.6,187.7,1507.0,202.8,15.83,1.29,1.23,0.02,213,202.8,116.8,123.1,176.1,-156.3,25.8,48.3,115.3,125.3,1.63,26.45
ROL,2013-12-01,739.2,301.0,438.3,328.7,1.34,97.8,0.30,0.0,-118.2,1337.4,191.1,4.07,0.38,0.36,0.16,216.2,191.1,119.7,123.3,162.7,-30.8,-75.7,53.1,142.8,142.8,0.44,13.27
IBM,2013-12-01,126223.0,103294.0,22929.0,1041.3,21.62,-12263.0,-11.63,39731.0,28665.0,98368.0,21022.0,89.88,15.06,11.96,3.70,22373.0,21022.0,13087.5,16483.0,17485.0,-7326.0,-9883.0,304,10860.5,11111.8,12.19,187.57
ORLY,2012-12-01,5749.2,3640.9,2108.3,111.3,18.66,1327.3,11.75,1096.0,847.8,6182.2,977.4,51.02,4.83,4.86,0,982.1,977.4,588.5,585.7,1251.6,-317.4,-1047.6,-113.4,945.2,968.5,7.85,89.42
RTX,2016-12-01,89706.0,60241.0,29465.0,797.0,34.60,-15164.0,-19.03,23901.0,16744.0,57244.0,8078.0,69.96,6.18,5.05,2.62,8856.0,8078.0,4130.9,5055.0,3880.0,-2503.0,-1188.0,69,879.6,1502.8,2.19,69.07
QCOM,2011-09-01,36422.0,9450.0,26972.0,1687.7,16.03,20420.0,12.15,1164.0,-10488.0,14957.0,5140.0,9.02,2.57,2.20,0.81,5497.0,5140.0,3643.6,4260.0,4900.0,-4489.0,1518.0,1915.0,3551.3,3622.5,2.60,48.63
TGNA,2015-12-01,8506.0,6024.5,2481.4,219.7,9.97,-4792.9,-21.81,4169.7,4040.5,1764.8,570.9,7.85,2.05,0.82,0.68,595.4,570.9,184.5,459.5,651.2,217.3,-857.8,10.7,187.5,358.3,2.37,16.35
SIRI,2014-12-01,8369.1,7059.2,1309.8,5581.4,0.23,-3540.3,-0.63,4494.9,4347.2,4181.1,1119.7,0.72,0.09,0.09,0,1174.7,1119.7,540.0,493.2,1253.2,-96.3,-1144.0,12.9,729.4,876.5,0.20,3.5
WM,2010-12-01,21476.0,14885.0,6591.0,475.5,13.18,239,0.50,8931.0,8391.0,12515.0,1982.0,26.06,1.98,1.95,1.26,2023.0,1982.0,935.4,953,2275.0,-1606.0,-1273.0,-601.0,1073.1,1368.8,2.44,36.87
